city	country	description	location	state	state_abbrev	longitude	latitude	city_longitude	city_latitude	Haunted Places Date	wiki_date	Final Date	Parsed Year	Final Year	Year Match	Wiki Year	Wiki Verified	Keep Entry
Sacramento	United States	"Located on H and 22nd St. in Sacramento, this two story stone structure complete with a creepy attic, palm tree and two gargoyles with lions heads was the site of a huge murder. It is said that Dr. Arden Hart (who founded Sutter hospitals) gifted this house to the patriarch of his family who apparently suffered from some form of dementia, where he one day murdered everyone in the house including all his house staff, grandchildren and even the family cat. House was sold on the cheap to the Martinez family in 1976 who then started reporting struggles going on in the kitchen in the middle of the night, apparitions of a panting presence that would visualize of an oriental man in a white lab coat, a woman in a flower print dress, the grandchildren and the gray and white cat. House has been abandoned since 2000 when the grandson of the family lived there briefly but was scared out by ""something"" changing the radio stations constantly. House has been under paranormal investigation along with the Sacramento Theatre Company not too far from it. - As with any site submitted to The Shadowlands, always make sure you have permission to visit any site. Trespassing is not tolerated."	The Martinez House	California	CA			-121.4943996	38.5815719	1976-01-01		1976-01-01	1976.0	1976.0	True		False	True
Sacramento	United States	The Puente House is located on F St. in downtown Sacramento. In the 80's it was a boarding house for senior citizens. Dorothea Puente, the landlady, was subsequently found guilty of murdering her boarders and burying them in the backyard so that she could collect their social security checks. The house has been renovated and resold, but has an eerie quality about it. Photos taken in front of the house show anomalies and ectoplasm mist. - January 2007 Correction: Formerly listed on E Street. Interesting Link: Crime Library	Puente House	California	CA	-121.4280148	38.4595817	-121.4943996	38.5815719	2007-01-01		2007-01-01	2007.0	2007.0	True		False	True
Sacramento	United States	ghost of a very old woman in Victorian clothing is seen.	The Record	California	CA	-121.492643	38.561341	-121.4943996	38.5815719	2025-01-01	2025-01-01	2025-01-01		Unknown	False	Unknown	True	True
Sacramento	United States	"Ghost lights appear from time to time. A woman's voice saying ""Te papa"" near the Sacramento River. Sight was probably an Indian Burial Ground or Mine Shafts."	Sand Cove Park	California	CA	-121.5433251	38.5990955	-121.4943996	38.5815719	2025-01-01	2025-01-01	2025-01-01		Unknown	False	Unknown	True	True
Sacramento	United States	2nd floor Sacramento Room - Sometimes it feels & sounds like someone is at the back of the room in the California section. The staff often hears the sound of Mylar rustling, most of the time it sounds like someone shelving or pulling out books. Also sounds like someone is in the copy room, when no is back there. There will be a staff member look for a book & they will not find it the shelf, then another staff person will look for it & the book will not be there, then another will look & it will be there. They have had up to four people looking, then someone will finally find it in its proper place, the exact place everyone else has looked several times! 2 witnesses heard & saw one of the glass doors [700s] close. The doors sometimes swing open naturally & but never close! One employee working in the office a little before 7 a.m. and heard the wooden shutters on the door leading into the copy machine area rattle. Thinking it was a custodian entering he initially paid it no mind until he realized he had not heard the front door, which was locked, open. Acquainted with the stories surrounding the Sacramento Room and having had prior experiences in the building he wasn't surprised to discover no one there. A complete walk through the room found it completely empty! Subsequent conversation with custodian Caroline revealed that no employee had been in that area at that time.	Sacramento Room of the Central Library	California	CA	-121.4950823	38.5816608	-121.4943996	38.5815719	2025-02-02		2025-02-02		Unknown	False	Unknown	True	True
Sacramento	United States	"Reported to be one of the most haunted buildings in Sacramento, this theater is home to at least five ghosts. The most well known specter, believed to be a former stagehand, has been affectionately dubbed ""Pinky"" because of the glowing pink aura that is often seen near hot spots. Disturbances include footsteps heard on the stage after hours, a man walking the hallways, lights flickering. The theater is currently under paranormal investigation."	Sacramento Theater Company	California	CA	-121.4861716	38.581161	-121.4943996	38.5815719	2025-01-01	2025-01-01	2025-01-01		Unknown	False	Unknown	True	True
Sacramento	United States	There are a series of tunnels that run under Old Sacramento. These tunnels were originally the streets of Sacramento before the first 8 or so blocks next to the river were raised above sea level to avoid flooding. Apparently, the tunnels had served as opium dens, brothels and possibly for ritualistic activity at some point. Several business owners with access to the tunnels have reported an extremely menacing energy and strange noises coming from the tunnels, and went so far as to hire a paranormal investigator. Rumor is that the tunnels are now sealed off. - August 2005: A visitor to our site reports that the rumor is FALSE - people can still enter the old tunnels through basements of the older buildings in Old Town Sacramento, as long as they have the property owner's permission or are in the company of the property's owner. It is reported everything is still preserved.	Tunnels under Old Sacramento	California	CA	-121.5051321	38.5827305	-121.4943996	38.5815719	2005-01-01		2005-01-01	2005.0	2005.0	True		False	True
Salinas	United States	Old stage road has been known for many hauntings. It runs right outside of Salinas and goes through the back roads of King city. One of the most infamous stories that have been passed down was back in the late 1800's or early 1900's there was a woman that was walking along side the road and there was a man who asked her for a ride and she accepted it. After a couple of minutes passed by, he pulled over and savagely attacked and raped her. After this horrendous act he took the body out into the fields and decapitated her. Then he went out threw the head into the fields and left the body. After that there was sightings of a woman walking down the road holding her own head or you see a woman walking and if someone picks her up she'll sit there for a moment and then vanishes right where the crime occurred.	old stage road	California	CA	-121.5639572	36.686397	-121.6555013	36.6777372	1900-01-01		1900-01-01	1800.0	1900.0	True		False	True
San Bernardino	United States	Abandoned - Reports of cold spots, an apparition of a little girl. - **Warning As with any of the places mentioned, please use caution when investigating these haunted places, some may be structurally unsafe, or not so nice people.	Apartments on Marshall Blvd.	California	CA	-117.321839	34.176752	-117.2897652	34.1083449	2025-05-26		2025-05-26		1905	False	1905	True	True
San Bernardino	United States	"Go north on highway 18 towards Lake Arrowhead, turn right on ""old Waterman Canyon road"" drive until you get to the first small bridge, drive onto the bridge and stop, put your vehicle in neutral, on you will slowly begin to roll backwards uphill."	Gravity hill	California	CA	-117.402186	34.219779	-117.2897652	34.1083449	2025-01-01	2003-01-01	2003-01-01		2003.0	False	2003	True	True
